id,tipo,funcion,codigo_sectorial,sectorial,codigo_grupo,grupo,valor
254,gastos,Funcion Ejecutiva,17,Sectorial Comunicaciones ,770000,Otros Gastos de Inversion,124837.84
255,gastos,Funcion Ejecutiva,17,Sectorial Comunicaciones ,840000,Bienes de Larga Duracion ,20491267.94
256,gastos,Funcion Ejecutiva,17,Sectorial Comunicaciones ,990000,Otros Pasivos,300000.00
257,gastos,Funcion Ejecutiva,18,Sectorial Desarrollo Urbano y Vivienda,510000,Gastos en Personal,15687047.00
258,gastos,Funcion Ejecutiva,18,Sectorial Desarrollo Urbano y Vivienda,530000,Bienes y Servicios de Consumo,2515521.24
259,gastos,Funcion Ejecutiva,18,Sectorial Desarrollo Urbano y Vivienda,570000,Otros Gastos Corrientes,63598.00
260,gastos,Funcion Ejecutiva,18,Sectorial Desarrollo Urbano y Vivienda,580000,Transferencias y Donaciones Corrientes,38022.00
261,gastos,Funcion Ejecutiva,18,Sectorial Desarrollo Urbano y Vivienda,710000,Gastos en Personal para Inversion,12484158.90
262,gastos,Funcion Ejecutiva,18,Sectorial Desarrollo Urbano y Vivienda,730000,Bienes y Servicios para Inversion,42690324.39
263,gastos,Funcion Ejecutiva,18,Sectorial Desarrollo Urbano y Vivienda,750000,Obras Publicas,35696838.14
264,gastos,Funcion Ejecutiva,18,Sectorial Desarrollo Urbano y Vivienda,770000,Otros Gastos de Inversion,17445.68
265,gastos,Funcion Ejecutiva,18,Sectorial Desarrollo Urbano y Vivienda,840000,Bienes de Larga Duracion ,355698.94
266,gastos,Funcion Electoral,22,Electoral,510000,Gastos en Personal,24590723.00
267,gastos,Funcion Electoral,22,Electoral,530000,Bienes y Servicios de Consumo,57680764.15
268,gastos,Funcion Electoral,22,Electoral,570000,Otros Gastos Corrientes,1008782.00
269,gastos,Funcion Electoral,22,Electoral,580000,Transferencias y Donaciones Corrientes,5741835.00
270,gastos,Funcion Electoral,22,Electoral,840000,Bienes de Larga Duracion ,300000.00
271,gastos,Funcion de Transparecia y Control Social,23 ,Transparencia y Control Social,510000,Gastos en Personal,147198846.00
272,gastos,Funcion de Transparecia y Control Social,23 ,Transparencia y Control Social,530000,Bienes y Servicios de Consumo,27152842.56
273,gastos,Funcion de Transparecia y Control Social,23 ,Transparencia y Control Social,570000,Otros Gastos Corrientes,1390417.00
274,gastos,Funcion de Transparecia y Control Social,23 ,Transparencia y Control Social,580000,Transferencias y Donaciones Corrientes,2702768.00
275,gastos,Funcion de Transparecia y Control Social,23 ,Transparencia y Control Social,750000,Obras Publicas,1035334.80
276,gastos,Funcion de Transparecia y Control Social,23 ,Transparencia y Control Social,840000,Bienes de Larga Duracion ,2866045.66
277,gastos,Funcion de Transparecia y Control Social,23 ,Transparencia y Control Social,990000,Otros Pasivos,50000.00
